snapshot_date,sku,product_name,category,warehouse,current_stock_kg,avg_daily_sales,days_no_movement,last_sale_date,lead_time_days,safety_stock,reorder_point,ideal_stock,needs_reorder,unit_cost_inr,total_value_inr,monthly_holding_cost,aging_bucket,is_dead_stock,health_score,supplier
2024-03-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,242.08,9.03,7,2024-02-23,5,117,162,227,0,131.5,31833.52,573.0,0-30 days,0,91.6,Healthy Bran Oils Pvt Ltd
2024-04-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,2491.84,116.38,15,2024-03-17,5,1397,1979,2771,0,123.76,308390.12,5551.02,0-30 days,0,88.7,Gujarat Agro Seeds Pvt Ltd
2024-04-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,926.61,39.43,13,2024-03-19,6,513,750,1050,0,160.22,148461.45,2672.31,0-30 days,0,92.7,Kathiawar Peanut Processors
2024-04-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,773.4,36.06,8,2024-03-24,5,433,613,858,0,142.54,110240.44,1984.33,0-30 days,0,97.7,Shakti Packaging Industries
2024-04-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,169.81,4.37,22,2024-03-10,10,74,118,148,0,4552.6,773077.01,13915.39,0-30 days,0,84.9,Industrial Chemicals Feedstock Co
2024-04-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,88.7,3.21,14,2024-03-18,7,45,67,84,0,585.65,51947.15,935.05,0-30 days,0,91.7,Rajkot Agro Milling Associates
2024-04-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,626.84,26.63,13,2024-03-19,5,320,453,634,0,131.5,82429.46,1483.73,0-30 days,0,92.4,Healthy Bran Oils Pvt Ltd
2024-04-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1437.25,54.31,4,2024-03-28,5,815,1087,1522,0,123.76,177874.06,3201.73,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2024-04-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,539.06,15.77,14,2024-03-18,6,252,347,486,0,160.22,86368.19,1554.63,0-30 days,0,95.8,Kathiawar Peanut Processors
2024-04-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,630.37,19.67,16,2024-03-16,5,295,393,550,0,142.54,89852.94,1617.35,0-30 days,0,92.6,Shakti Packaging Industries
2024-04-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,40.53,1.0,20,2024-03-12,10,20,30,38,0,4552.6,184516.88,3321.3,0-30 days,0,86.7,Industrial Chemicals Feedstock Co
2024-04-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,134.57,4.44,3,2024-03-29,7,75,106,132,0,585.65,78810.92,1418.6,0-30 days,0,96.9,Rajkot Agro Milling Associates
2024-04-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,246.24,10.24,5,2024-03-27,5,154,205,287,0,131.5,32380.56,582.85,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2024-04-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,889.21,34.14,17,2024-03-15,5,444,615,861,0,123.76,110048.63,1980.88,0-30 days,0,95.0,Gujarat Agro Seeds Pvt Ltd
2024-04-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,356.69,14.08,13,2024-03-19,6,197,281,393,0,160.22,57148.87,1028.68,0-30 days,0,94.9,Kathiawar Peanut Processors
2024-04-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,635.85,29.5,12,2024-03-20,5,384,532,745,0,142.54,90634.06,1631.41,0-30 days,0,84.6,Shakti Packaging Industries
2024-04-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,39.56,1.0,21,2024-03-11,10,18,28,35,0,4552.6,180100.86,3241.82,0-30 days,0,91.9,Industrial Chemicals Feedstock Co
2024-04-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,27.37,1.0,7,2024-03-25,7,15,22,28,0,585.65,16029.24,288.53,0-30 days,0,97.0,Rajkot Agro Milling Associates
2024-04-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,233.57,9.01,5,2024-03-27,5,117,162,227,0,131.5,30714.45,552.86,0-30 days,0,95.2,Healthy Bran Oils Pvt Ltd
2024-05-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,2795.29,126.32,15,2024-04-16,5,1516,2148,3007,0,123.76,345945.09,6227.01,0-30 days,0,89.2,Gujarat Agro Seeds Pvt Ltd
2024-05-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,988.47,39.13,13,2024-04-18,6,509,744,1042,0,160.22,158372.66,2850.71,0-30 days,0,95.7,Kathiawar Peanut Processors
2024-05-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,806.92,35.22,8,2024-04-23,5,423,599,839,0,142.54,115018.38,2070.33,0-30 days,0,93.6,Shakti Packaging Industries
2024-05-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,146.52,4.0,20,2024-04-11,10,68,108,135,0,4552.6,667046.95,12006.85,0-30 days,0,91.1,Industrial Chemicals Feedstock Co
2024-05-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,83.66,2.99,13,2024-04-18,7,42,63,79,0,585.65,48995.48,881.92,0-30 days,0,92.3,Rajkot Agro Milling Associates
2024-05-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,603.24,23.99,13,2024-04-18,5,288,408,571,0,131.5,79326.06,1427.87,0-30 days,0,93.6,Healthy Bran Oils Pvt Ltd
2024-05-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1528.26,58.95,4,2024-04-27,5,884,1179,1651,0,123.76,189137.46,3404.47,0-30 days,0,95.0,Gujarat Agro Seeds Pvt Ltd
2024-05-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,490.49,15.65,14,2024-04-17,6,250,344,482,0,160.22,78586.31,1414.55,0-30 days,0,94.2,Kathiawar Peanut Processors
2024-05-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,540.41,19.21,16,2024-04-15,5,288,384,538,0,142.54,77030.04,1386.54,0-30 days,0,88.7,Shakti Packaging Industries
2024-05-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,36.88,1.0,12,2024-04-19,10,20,30,38,0,4552.6,167899.89,3022.2,0-30 days,0,98.0,Industrial Chemicals Feedstock Co
2024-05-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,106.93,4.14,6,2024-04-25,7,70,99,124,0,585.65,62623.55,1127.22,0-30 days,0,94.5,Rajkot Agro Milling Associates
2024-05-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,253.05,9.22,2,2024-04-29,5,138,184,258,0,131.5,33276.08,598.97,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2024-05-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,943.0,37.06,2,2024-04-29,5,482,667,934,0,123.76,116705.68,2100.7,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2024-05-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,391.78,13.98,10,2024-04-21,6,196,280,392,0,160.22,62770.99,1129.88,0-30 days,0,95.8,Kathiawar Peanut Processors
2024-05-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,820.24,28.82,7,2024-04-24,5,375,519,727,0,142.54,116917.01,2104.51,0-30 days,0,86.1,Shakti Packaging Industries
2024-05-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,43.29,1.0,5,2024-04-26,10,18,28,35,0,4552.6,197082.05,3547.48,0-30 days,0,93.4,Industrial Chemicals Feedstock Co
2024-05-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,24.67,1.0,7,2024-04-24,7,15,22,28,0,585.65,14447.99,260.06,0-30 days,0,98.0,Rajkot Agro Milling Associates
2024-05-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,193.18,8.12,15,2024-04-16,5,106,147,206,0,131.5,25403.17,457.26,0-30 days,0,94.3,Healthy Bran Oils Pvt Ltd
2024-06-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,3323.28,125.7,4,2024-05-28,5,1508,2136,2990,0,123.76,411289.13,7403.2,0-30 days,0,97.8,Gujarat Agro Seeds Pvt Ltd
2024-06-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,909.43,38.87,5,2024-05-27,6,505,738,1033,0,160.22,145708.87,2622.76,0-30 days,0,98.0,Kathiawar Peanut Processors
2024-06-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,814.41,33.57,3,2024-05-29,5,403,571,799,0,142.54,116086.0,2089.55,0-30 days,0,94.6,Shakti Packaging Industries
2024-06-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,148.41,4.05,20,2024-05-12,10,69,110,138,0,4552.6,675651.37,12161.72,0-30 days,0,88.5,Industrial Chemicals Feedstock Co
2024-06-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,72.94,3.01,11,2024-05-21,7,42,63,79,0,585.65,42717.31,768.91,0-30 days,0,95.1,Rajkot Agro Milling Associates
2024-06-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,618.4,26.37,14,2024-05-18,5,316,448,627,0,131.5,81319.6,1463.75,0-30 days,0,95.2,Healthy Bran Oils Pvt Ltd
2024-06-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1679.99,58.66,17,2024-05-15,5,880,1173,1642,0,123.76,207915.56,3742.48,0-30 days,0,93.5,Gujarat Agro Seeds Pvt Ltd
2024-06-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,437.57,15.55,13,2024-05-19,6,249,342,479,0,160.22,70107.47,1261.93,0-30 days,0,90.0,Kathiawar Peanut Processors
2024-06-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,503.17,18.31,9,2024-05-23,5,275,367,514,0,142.54,71721.85,1290.99,0-30 days,0,94.7,Shakti Packaging Industries
2024-06-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,43.85,1.0,16,2024-05-16,10,20,30,38,0,4552.6,199631.51,3593.37,0-30 days,0,91.9,Industrial Chemicals Feedstock Co
2024-06-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,127.67,4.17,6,2024-05-26,7,71,100,125,0,585.65,74769.94,1345.86,0-30 days,0,98.0,Rajkot Agro Milling Associates
2024-06-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,320.43,10.14,3,2024-05-29,5,152,203,284,0,131.5,42136.54,758.46,0-30 days,0,96.6,Healthy Bran Oils Pvt Ltd
2024-06-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,800.15,36.87,12,2024-05-20,5,479,663,928,0,123.76,99026.56,1782.48,0-30 days,0,92.2,Gujarat Agro Seeds Pvt Ltd
2024-06-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,363.86,13.88,8,2024-05-24,6,194,277,388,0,160.22,58297.65,1049.36,0-30 days,0,94.6,Kathiawar Peanut Processors
2024-06-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,635.61,27.46,17,2024-05-15,5,357,494,692,0,142.54,90599.85,1630.8,0-30 days,0,78.7,Shakti Packaging Industries
2024-06-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,43.38,1.0,7,2024-05-25,10,18,28,35,0,4552.6,197491.79,3554.85,0-30 days,0,98.0,Industrial Chemicals Feedstock Co
2024-06-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,30.03,1.0,17,2024-05-15,7,15,22,28,0,585.65,17587.07,316.57,0-30 days,0,93.9,Rajkot Agro Milling Associates
2024-06-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,222.59,8.92,9,2024-05-23,5,116,161,225,0,131.5,29270.58,526.87,0-30 days,0,93.0,Healthy Bran Oils Pvt Ltd
2024-07-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,3228.13,120.1,14,2024-06-17,5,1441,2042,2859,0,123.76,399513.37,7191.24,0-30 days,0,91.6,Gujarat Agro Seeds Pvt Ltd
2024-07-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1070.22,36.05,16,2024-06-15,6,469,685,959,0,160.22,171470.65,3086.47,0-30 days,0,94.5,Kathiawar Peanut Processors
2024-07-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,638.62,30.38,6,2024-06-25,5,365,517,724,0,142.54,91028.89,1638.52,0-30 days,0,98.0,Shakti Packaging Industries
2024-07-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,134.79,3.39,11,2024-06-20,10,58,92,115,0,4552.6,613644.95,11045.61,0-30 days,0,94.7,Industrial Chemicals Feedstock Co
2024-07-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,72.54,2.6,16,2024-06-15,7,36,54,68,0,585.65,42483.05,764.69,0-30 days,0,89.0,Rajkot Agro Milling Associates
2024-07-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,649.62,25.44,8,2024-06-23,5,305,432,605,0,131.5,85425.03,1537.65,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2024-07-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1689.0,56.05,4,2024-06-27,5,841,1121,1569,0,123.76,209030.64,3762.55,0-30 days,0,96.3,Gujarat Agro Seeds Pvt Ltd
2024-07-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,461.69,14.42,6,2024-06-25,6,231,318,445,0,160.22,73971.97,1331.5,0-30 days,0,98.0,Kathiawar Peanut Processors
2024-07-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,426.76,16.57,13,2024-06-18,5,249,332,465,0,142.54,60830.37,1094.95,0-30 days,0,94.6,Shakti Packaging Industries
2024-07-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,36.81,1.0,22,2024-06-09,10,20,30,38,0,4552.6,167581.21,3016.46,0-30 days,0,90.0,Industrial Chemicals Feedstock Co
2024-07-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,108.43,3.6,9,2024-06-22,7,61,86,108,0,585.65,63502.03,1143.04,0-30 days,0,98.0,Rajkot Agro Milling Associates
2024-07-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,307.77,9.78,13,2024-06-18,5,147,196,274,0,131.5,40471.75,728.49,0-30 days,0,96.6,Healthy Bran Oils Pvt Ltd
2024-07-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,855.55,35.23,7,2024-06-24,5,458,634,888,0,123.76,105882.87,1905.89,0-30 days,0,97.3,Gujarat Agro Seeds Pvt Ltd
2024-07-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,323.07,12.88,13,2024-06-18,6,180,257,360,0,160.22,51762.28,931.72,0-30 days,0,89.7,Kathiawar Peanut Processors
2024-07-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,557.53,24.86,8,2024-06-23,5,323,447,626,0,142.54,79470.33,1430.47,0-30 days,0,83.9,Shakti Packaging Industries
2024-07-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,42.09,1.0,17,2024-06-14,10,18,28,35,0,4552.6,191618.93,3449.14,0-30 days,0,88.7,Industrial Chemicals Feedstock Co
2024-07-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,26.03,1.0,14,2024-06-17,7,15,22,28,0,585.65,15244.47,274.4,0-30 days,0,95.0,Rajkot Agro Milling Associates
2024-07-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,219.61,8.61,13,2024-06-18,5,112,155,217,0,131.5,28878.72,519.82,0-30 days,0,93.1,Healthy Bran Oils Pvt Ltd
2024-08-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,2873.99,116.45,2,2024-07-30,5,1397,1979,2771,0,123.76,355685.0,6402.33,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2024-08-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1107.99,36.4,13,2024-07-19,6,473,691,967,0,160.22,177522.16,3195.4,0-30 days,0,97.9,Kathiawar Peanut Processors
2024-08-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,612.47,27.81,13,2024-07-19,5,334,473,662,0,142.54,87301.47,1571.43,0-30 days,0,92.5,Shakti Packaging Industries
2024-08-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,161.76,3.95,21,2024-07-11,10,67,106,132,0,4552.6,736428.58,13255.71,0-30 days,0,94.1,Industrial Chemicals Feedstock Co
2024-08-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,85.39,2.88,7,2024-07-25,7,40,60,75,0,585.65,50008.65,900.16,0-30 days,0,95.7,Rajkot Agro Milling Associates
2024-08-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,618.22,24.57,12,2024-07-20,5,295,418,585,0,131.5,81295.93,1463.33,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2024-08-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1405.39,54.34,2,2024-07-30,5,815,1087,1522,0,123.76,173931.07,3130.76,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2024-08-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,472.09,14.56,8,2024-07-24,6,233,320,448,0,160.22,75638.26,1361.49,0-30 days,0,93.5,Kathiawar Peanut Processors
2024-08-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,432.67,15.17,13,2024-07-19,5,228,304,426,0,142.54,61672.78,1110.11,0-30 days,0,95.1,Shakti Packaging Industries
2024-08-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,41.57,1.0,20,2024-07-12,10,20,30,38,0,4552.6,189251.58,3406.53,0-30 days,0,91.2,Industrial Chemicals Feedstock Co
2024-08-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,121.22,3.99,13,2024-07-19,7,68,96,120,0,585.65,70992.49,1277.86,0-30 days,0,94.5,Rajkot Agro Milling Associates
2024-08-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,265.91,9.45,11,2024-07-21,5,142,189,265,0,131.5,34967.17,629.41,0-30 days,0,96.8,Healthy Bran Oils Pvt Ltd
2024-08-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,840.3,34.16,4,2024-07-28,5,444,615,861,0,123.76,103995.53,1871.92,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2024-08-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,354.08,13.0,6,2024-07-26,6,182,260,364,0,160.22,56730.7,1021.15,0-30 days,0,97.4,Kathiawar Peanut Processors
2024-08-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,519.82,22.76,2,2024-07-30,5,296,410,574,0,142.54,74095.14,1333.71,0-30 days,0,90.3,Shakti Packaging Industries
2024-08-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,40.13,1.0,5,2024-07-27,10,18,28,35,0,4552.6,182695.84,3288.53,0-30 days,0,95.6,Industrial Chemicals Feedstock Co
2024-08-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,31.63,1.0,14,2024-07-18,7,15,22,28,0,585.65,18524.11,333.43,0-30 days,0,94.0,Rajkot Agro Milling Associates
2024-08-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,193.62,8.32,2,2024-07-30,5,108,150,210,0,131.5,25461.03,458.3,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2024-09-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,4685.79,135.05,7,2024-08-25,5,1621,2296,3214,0,123.76,579913.37,10438.44,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2024-09-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1385.81,40.6,9,2024-08-23,6,528,772,1081,0,160.22,222034.48,3996.62,0-30 days,0,95.5,Kathiawar Peanut Processors
2024-09-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,867.25,32.95,11,2024-08-21,5,395,560,784,0,142.54,123617.81,2225.12,0-30 days,0,91.2,Shakti Packaging Industries
2024-09-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,152.33,4.35,17,2024-08-15,10,74,118,148,0,4552.6,693497.56,12482.96,0-30 days,0,89.2,Industrial Chemicals Feedstock Co
2024-09-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,49.83,2.19,6,2024-08-26,7,31,46,58,0,585.65,29182.94,525.29,0-30 days,0,98.0,Rajkot Agro Milling Associates
2024-09-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,799.99,25.78,2,2024-08-30,5,309,438,613,0,131.5,105198.68,1893.58,0-30 days,0,96.0,Healthy Bran Oils Pvt Ltd
2024-09-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,2536.51,63.02,11,2024-08-21,5,945,1260,1764,0,123.76,313918.48,5650.53,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2024-09-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,596.21,16.24,14,2024-08-18,6,260,357,500,0,160.22,95524.77,1719.45,0-30 days,0,92.3,Kathiawar Peanut Processors
2024-09-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,453.7,17.97,16,2024-08-16,5,270,360,504,0,142.54,64670.4,1164.07,0-30 days,0,88.8,Shakti Packaging Industries
2024-09-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,41.29,1.0,6,2024-08-26,10,20,30,38,0,4552.6,187976.85,3383.58,0-30 days,0,98.0,Industrial Chemicals Feedstock Co
2024-09-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,77.35,3.03,14,2024-08-18,7,52,73,91,0,585.65,45300.03,815.4,0-30 days,0,97.5,Rajkot Agro Milling Associates
2024-09-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,429.48,9.92,10,2024-08-22,5,149,199,279,0,131.5,56476.62,1016.58,0-30 days,0,94.7,Healthy Bran Oils Pvt Ltd
2024-09-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,1579.06,39.61,16,2024-08-16,5,515,713,998,0,123.76,195424.47,3517.64,0-30 days,0,95.1,Gujarat Agro Seeds Pvt Ltd
2024-09-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,518.27,14.5,15,2024-08-17,6,203,290,406,0,160.22,83037.22,1494.67,0-30 days,0,95.8,Kathiawar Peanut Processors
2024-09-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,772.69,26.96,15,2024-08-17,5,350,485,679,0,142.54,110139.23,1982.51,0-30 days,0,84.3,Shakti Packaging Industries
2024-09-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,43.65,1.0,14,2024-08-18,10,18,28,35,0,4552.6,198720.99,3576.98,0-30 days,0,92.4,Industrial Chemicals Feedstock Co
2024-09-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,31.15,1.0,15,2024-08-17,7,15,22,28,0,585.65,18243.0,328.37,0-30 days,0,92.6,Rajkot Agro Milling Associates
2024-09-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,268.83,8.73,2,2024-08-30,5,113,157,220,0,131.5,35351.14,636.32,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2024-10-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,5813.25,154.68,15,2024-09-16,5,1856,2629,3681,0,123.76,719447.82,12950.06,0-30 days,0,91.3,Gujarat Agro Seeds Pvt Ltd
2024-10-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1931.68,46.22,7,2024-09-24,6,601,878,1229,0,160.22,309493.77,5570.89,0-30 days,0,98.0,Kathiawar Peanut Processors
2024-10-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,748.14,36.9,14,2024-09-17,5,443,628,879,0,142.54,106639.88,1919.52,0-30 days,0,94.3,Shakti Packaging Industries
2024-10-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,171.6,4.88,20,2024-09-11,10,83,132,165,0,4552.6,781226.16,14062.07,0-30 days,0,89.5,Industrial Chemicals Feedstock Co
2024-10-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,79.49,2.77,7,2024-09-24,7,39,58,72,0,585.65,46553.32,837.96,0-30 days,0,92.8,Rajkot Agro Milling Associates
2024-10-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,981.13,29.16,15,2024-09-16,5,350,496,694,0,131.5,129018.6,2322.33,0-30 days,0,91.4,Healthy Bran Oils Pvt Ltd
2024-10-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,2632.4,72.18,14,2024-09-17,5,1083,1444,2022,0,123.76,325785.82,5864.14,0-30 days,0,97.0,Gujarat Agro Seeds Pvt Ltd
2024-10-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,798.35,18.49,4,2024-09-27,6,296,407,570,0,160.22,127911.64,2302.41,0-30 days,0,98.0,Kathiawar Peanut Processors
2024-10-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,544.36,20.13,17,2024-09-14,5,302,403,564,0,142.54,77593.07,1396.68,0-30 days,0,93.9,Shakti Packaging Industries
2024-10-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,37.07,1.0,7,2024-09-24,10,20,30,38,0,4552.6,168764.88,3037.77,0-30 days,0,98.0,Industrial Chemicals Feedstock Co
2024-10-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,99.67,3.84,17,2024-09-14,7,65,92,115,0,585.65,58371.74,1050.69,0-30 days,0,94.5,Rajkot Agro Milling Associates
2024-10-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,376.15,11.22,9,2024-09-22,5,168,224,314,0,131.5,49463.72,890.35,0-30 days,0,91.5,Healthy Bran Oils Pvt Ltd
