Date,Product,Sales_INR,Quantity
2021-05-21,Olixir Sesame Oil,332097,221
2021-05-21,Castor Oil,208279,138
2021-05-21,Refined Castor Oil,287077,191
2021-05-21,De Oiled Cake,485627,323
2021-05-22,Tirupati Cottonseed Oil,398081,265
2021-05-22,Tirupati Sunflower Oil,393151,262
2021-05-22,Tirupati Groundnut Oil,76916,51
2021-05-22,Tirupati Soybean Oil,445486,296
2021-05-22,Tirupati Mustard Oil,278316,185
2021-05-22,Olixir Olive Oil,199327,132
2021-05-22,Olixir Sesame Oil,445304,296
2021-05-22,Castor Oil,348403,232
2021-05-22,Refined Castor Oil,283463,188
2021-05-22,De Oiled Cake,297350,198
2021-05-23,Tirupati Cottonseed Oil,200773,133
2021-05-23,Tirupati Sunflower Oil,95745,63
2021-05-23,Tirupati Groundnut Oil,485929,323
2021-05-23,Tirupati Soybean Oil,303012,202
2021-05-23,Tirupati Mustard Oil,164681,109
2021-05-23,Olixir Olive Oil,254896,169
2021-05-23,Olixir Sesame Oil,184987,123
2021-05-23,Castor Oil,457334,304
2021-05-23,Refined Castor Oil,92914,61
2021-05-23,De Oiled Cake,105765,70
2021-05-24,Tirupati Cottonseed Oil,500506,333
2021-05-24,Tirupati Sunflower Oil,275485,183
2021-05-24,Tirupati Groundnut Oil,90655,60
2021-05-24,Tirupati Soybean Oil,132397,88
2021-05-24,Tirupati Mustard Oil,263567,175
2021-05-24,Olixir Olive Oil,264784,176
2021-05-24,Olixir Sesame Oil,422522,281
2021-05-24,Castor Oil,382251,254
2021-05-24,Refined Castor Oil,367791,245
2021-05-24,De Oiled Cake,274646,183
2021-05-25,Tirupati Cottonseed Oil,219417,146
2021-05-25,Tirupati Sunflower Oil,144352,96
2021-05-25,Tirupati Groundnut Oil,110783,73
2021-05-25,Tirupati Soybean Oil,491082,327
2021-05-25,Tirupati Mustard Oil,378950,252
2021-05-25,Olixir Olive Oil,178738,119
2021-05-25,Olixir Sesame Oil,99312,66
2021-05-25,Castor Oil,281584,187
2021-05-25,Refined Castor Oil,385296,256
2021-05-25,De Oiled Cake,269125,179
2021-05-26,Tirupati Cottonseed Oil,505112,336
2021-05-26,Tirupati Sunflower Oil,325556,217
2021-05-26,Tirupati Groundnut Oil,142983,95
2021-05-26,Tirupati Soybean Oil,208160,138
2021-05-26,Tirupati Mustard Oil,79121,52
2021-05-26,Olixir Olive Oil,497937,331
2021-05-26,Olixir Sesame Oil,463264,308
2021-05-26,Castor Oil,278001,185
2021-05-26,Refined Castor Oil,222678,148
2021-05-26,De Oiled Cake,354511,236
2021-05-27,Tirupati Cottonseed Oil,65021,43
2021-05-27,Tirupati Sunflower Oil,287392,191
2021-05-27,Tirupati Groundnut Oil,272284,181
2021-05-27,Tirupati Soybean Oil,416702,277
2021-05-27,Tirupati Mustard Oil,306126,204
2021-05-27,Olixir Olive Oil,172900,115
2021-05-27,Olixir Sesame Oil,458864,305
2021-05-27,Castor Oil,397518,265
2021-05-27,Refined Castor Oil,343740,229
2021-05-27,De Oiled Cake,227681,151
2021-05-28,Tirupati Cottonseed Oil,162104,108
2021-05-28,Tirupati Sunflower Oil,79994,53
2021-05-28,Tirupati Groundnut Oil,292359,194
2021-05-28,Tirupati Soybean Oil,202506,135
2021-05-28,Tirupati Mustard Oil,357499,238
2021-05-28,Olixir Olive Oil,346889,231
2021-05-28,Olixir Sesame Oil,250610,167
2021-05-28,Castor Oil,165181,110
2021-05-28,Refined Castor Oil,453988,302
2021-05-28,De Oiled Cake,371990,247
2021-05-29,Tirupati Cottonseed Oil,180725,120
2021-05-29,Tirupati Sunflower Oil,408483,272
2021-05-29,Tirupati Groundnut Oil,250556,167
2021-05-29,Tirupati Soybean Oil,346221,230
2021-05-29,Tirupati Mustard Oil,178274,118
2021-05-29,Olixir Olive Oil,346723,231
2021-05-29,Olixir Sesame Oil,492486,328
2021-05-29,Castor Oil,92729,61
2021-05-29,Refined Castor Oil,121363,80
2021-05-29,De Oiled Cake,256216,170
2021-05-30,Tirupati Cottonseed Oil,163402,108
2021-05-30,Tirupati Sunflower Oil,176366,117
2021-05-30,Tirupati Groundnut Oil,410695,273
2021-05-30,Tirupati Soybean Oil,109251,72
2021-05-30,Tirupati Mustard Oil,335947,223
2021-05-30,Olixir Olive Oil,360320,240
2021-05-30,Olixir Sesame Oil,333150,222
2021-05-30,Castor Oil,344098,229
2021-05-30,Refined Castor Oil,310665,207
2021-05-30,De Oiled Cake,459968,306
2021-05-31,Tirupati Cottonseed Oil,78513,52
2021-05-31,Tirupati Sunflower Oil,488872,325
2021-05-31,Tirupati Groundnut Oil,229823,153
2021-05-31,Tirupati Soybean Oil,400170,266
2021-05-31,Tirupati Mustard Oil,395715,263
2021-05-31,Olixir Olive Oil,234128,156
2021-05-31,Olixir Sesame Oil,109036,72
2021-05-31,Castor Oil,287079,191
2021-05-31,Refined Castor Oil,357865,238
2021-05-31,De Oiled Cake,119916,79
2021-06-01,Tirupati Cottonseed Oil,488165,325
2021-06-01,Tirupati Sunflower Oil,488158,325
2021-06-01,Tirupati Groundnut Oil,410125,273
2021-06-01,Tirupati Soybean Oil,137545,91
2021-06-01,Tirupati Mustard Oil,256617,171
2021-06-01,Olixir Olive Oil,348697,232
2021-06-01,Olixir Sesame Oil,416864,277
2021-06-01,Castor Oil,198100,132
2021-06-01,Refined Castor Oil,164280,109
2021-06-01,De Oiled Cake,275052,183
2021-06-02,Tirupati Cottonseed Oil,207852,138
2021-06-02,Tirupati Sunflower Oil,406519,271
2021-06-02,Tirupati Groundnut Oil,338559,225
2021-06-02,Tirupati Soybean Oil,81662,54
2021-06-02,Tirupati Mustard Oil,368432,245
2021-06-02,Olixir Olive Oil,357793,238
2021-06-02,Olixir Sesame Oil,499242,332
2021-06-02,Castor Oil,84829,56
2021-06-02,Refined Castor Oil,185247,123
2021-06-02,De Oiled Cake,239229,159
2021-06-03,Tirupati Cottonseed Oil,85603,57
2021-06-03,Tirupati Sunflower Oil,408857,272
2021-06-03,Tirupati Groundnut Oil,418828,279
2021-06-03,Tirupati Soybean Oil,245213,163
2021-06-03,Tirupati Mustard Oil,372580,248
2021-06-03,Olixir Olive Oil,160343,106
2021-06-03,Olixir Sesame Oil,85907,57
2021-06-03,Castor Oil,62187,41
2021-06-03,Refined Castor Oil,291045,194
2021-06-03,De Oiled Cake,416307,277
2021-06-04,Tirupati Cottonseed Oil,300247,200
2021-06-04,Tirupati Sunflower Oil,423941,282
2021-06-04,Tirupati Groundnut Oil,174699,116
2021-06-04,Tirupati Soybean Oil,233158,155
2021-06-04,Tirupati Mustard Oil,264258,176
2021-06-04,Olixir Olive Oil,434804,289
2021-06-04,Olixir Sesame Oil,421947,281
2021-06-04,Castor Oil,176318,117
2021-06-04,Refined Castor Oil,58759,39
2021-06-04,De Oiled Cake,446069,297
2021-06-05,Tirupati Cottonseed Oil,250282,166
2021-06-05,Tirupati Sunflower Oil,55000,36
2021-06-05,Tirupati Groundnut Oil,205463,136
2021-06-05,Tirupati Soybean Oil,387810,258
2021-06-05,Tirupati Mustard Oil,493104,328
2021-06-05,Olixir Olive Oil,356273,237
2021-06-05,Olixir Sesame Oil,107353,71
2021-06-05,Castor Oil,380695,253
2021-06-05,Refined Castor Oil,74988,49
2021-06-05,De Oiled Cake,423944,282
2021-06-06,Tirupati Cottonseed Oil,239099,159
2021-06-06,Tirupati Sunflower Oil,214622,143
2021-06-06,Tirupati Groundnut Oil,382476,254
2021-06-06,Tirupati Soybean Oil,119657,79
2021-06-06,Tirupati Mustard Oil,471991,314
2021-06-06,Olixir Olive Oil,348832,232
2021-06-06,Olixir Sesame Oil,135885,90
2021-06-06,Castor Oil,71482,47
2021-06-06,Refined Castor Oil,461998,307
2021-06-06,De Oiled Cake,74773,49
2021-06-07,Tirupati Cottonseed Oil,209142,139
2021-06-07,Tirupati Sunflower Oil,376093,250
2021-06-07,Tirupati Groundnut Oil,127467,84
2021-06-07,Tirupati Soybean Oil,432278,288
2021-06-07,Tirupati Mustard Oil,53123,35
2021-06-07,Olixir Olive Oil,468040,312
2021-06-07,Olixir Sesame Oil,380386,253
2021-06-07,Castor Oil,329521,219
2021-06-07,Refined Castor Oil,328323,218
2021-06-07,De Oiled Cake,278342,185
2021-06-08,Tirupati Cottonseed Oil,537109,358
2021-06-08,Tirupati Sunflower Oil,333835,222
2021-06-08,Tirupati Groundnut Oil,135139,90
2021-06-08,Tirupati Soybean Oil,274999,183
2021-06-08,Tirupati Mustard Oil,466719,311
2021-06-08,Olixir Olive Oil,248007,165
2021-06-08,Olixir Sesame Oil,262282,174
2021-06-08,Castor Oil,427608,285
2021-06-08,Refined Castor Oil,340257,226
2021-06-08,De Oiled Cake,289099,192
2021-06-09,Tirupati Cottonseed Oil,390852,260
2021-06-09,Tirupati Sunflower Oil,133624,89
2021-06-09,Tirupati Groundnut Oil,299352,199
2021-06-09,Tirupati Soybean Oil,364987,243
2021-06-09,Tirupati Mustard Oil,429261,286
2021-06-09,Olixir Olive Oil,286558,191
2021-06-09,Olixir Sesame Oil,314408,209
2021-06-09,Castor Oil,78143,52
2021-06-09,Refined Castor Oil,448584,299
2021-06-09,De Oiled Cake,127301,84
2021-06-10,Tirupati Cottonseed Oil,570338,380
2021-06-10,Tirupati Sunflower Oil,398588,265
2021-06-10,Tirupati Groundnut Oil,277989,185
2021-06-10,Tirupati Soybean Oil,474274,316
2021-06-10,Tirupati Mustard Oil,323166,215
2021-06-10,Olixir Olive Oil,428703,285
2021-06-10,Olixir Sesame Oil,287962,191
2021-06-10,Castor Oil,450166,300
2021-06-10,Refined Castor Oil,345855,230
2021-06-10,De Oiled Cake,421705,281
2021-06-11,Tirupati Cottonseed Oil,378697,252
2021-06-11,Tirupati Sunflower Oil,265917,177
2021-06-11,Tirupati Groundnut Oil,159281,106
2021-06-11,Tirupati Soybean Oil,114189,76
2021-06-11,Tirupati Mustard Oil,100947,67
2021-06-11,Olixir Olive Oil,293304,195
2021-06-11,Olixir Sesame Oil,443327,295
2021-06-11,Castor Oil,116502,77
2021-06-11,Refined Castor Oil,287319,191
2021-06-11,De Oiled Cake,139989,93
2021-06-12,Tirupati Cottonseed Oil,567526,378
2021-06-12,Tirupati Sunflower Oil,329615,219
2021-06-12,Tirupati Groundnut Oil,173546,115
2021-06-12,Tirupati Soybean Oil,309118,206
2021-06-12,Tirupati Mustard Oil,443605,295
2021-06-12,Olixir Olive Oil,64097,42
2021-06-12,Olixir Sesame Oil,232001,154
2021-06-12,Castor Oil,407990,271
2021-06-12,Refined Castor Oil,210561,140
2021-06-12,De Oiled Cake,373426,248
2021-06-13,Tirupati Cottonseed Oil,470296,313
2021-06-13,Tirupati Sunflower Oil,421698,281
2021-06-13,Tirupati Groundnut Oil,282248,188
2021-06-13,Tirupati Soybean Oil,287045,191
2021-06-13,Tirupati Mustard Oil,112778,75
2021-06-13,Olixir Olive Oil,307765,205
2021-06-13,Olixir Sesame Oil,489084,326
2021-06-13,Castor Oil,213919,142
2021-06-13,Refined Castor Oil,439596,293
2021-06-13,De Oiled Cake,374267,249
2021-06-14,Tirupati Cottonseed Oil,293556,195
2021-06-14,Tirupati Sunflower Oil,264939,176
2021-06-14,Tirupati Groundnut Oil,159420,106
2021-06-14,Tirupati Soybean Oil,103406,68
2021-06-14,Tirupati Mustard Oil,401621,267
2021-06-14,Olixir Olive Oil,485412,323
2021-06-14,Olixir Sesame Oil,113005,75
2021-06-14,Castor Oil,475530,317
2021-06-14,Refined Castor Oil,407889,271
2021-06-14,De Oiled Cake,61152,40
2021-06-15,Tirupati Cottonseed Oil,626540,417
2021-06-15,Tirupati Sunflower Oil,255499,170
2021-06-15,Tirupati Groundnut Oil,244188,162
2021-06-15,Tirupati Soybean Oil,178823,119
2021-06-15,Tirupati Mustard Oil,257164,171
2021-06-15,Olixir Olive Oil,364770,243
2021-06-15,Olixir Sesame Oil,152403,101
2021-06-15,Castor Oil,215261,143
2021-06-15,Refined Castor Oil,238890,159
2021-06-15,De Oiled Cake,238945,159
2021-06-16,Tirupati Cottonseed Oil,491098,327
2021-06-16,Tirupati Sunflower Oil,392962,261
2021-06-16,Tirupati Groundnut Oil,304447,202
2021-06-16,Tirupati Soybean Oil,130671,87
2021-06-16,Tirupati Mustard Oil,99649,66
2021-06-16,Olixir Olive Oil,222229,148
2021-06-16,Olixir Sesame Oil,131679,87
2021-06-16,Castor Oil,305048,203
2021-06-16,Refined Castor Oil,406534,271
2021-06-16,De Oiled Cake,458996,305
2021-06-17,Tirupati Cottonseed Oil,695025,463
2021-06-17,Tirupati Sunflower Oil,91161,60
2021-06-17,Tirupati Groundnut Oil,134453,89
2021-06-17,Tirupati Soybean Oil,334781,223
2021-06-17,Tirupati Mustard Oil,237874,158
2021-06-17,Olixir Olive Oil,312059,208
2021-06-17,Olixir Sesame Oil,474368,316
2021-06-17,Castor Oil,487128,324
2021-06-17,Refined Castor Oil,297930,198
2021-06-17,De Oiled Cake,126010,84
2021-06-18,Tirupati Cottonseed Oil,178716,119
2021-06-18,Tirupati Sunflower Oil,63578,42
2021-06-18,Tirupati Groundnut Oil,281261,187
2021-06-18,Tirupati Soybean Oil,449743,299
2021-06-18,Tirupati Mustard Oil,490031,326
2021-06-18,Olixir Olive Oil,50955,33
2021-06-18,Olixir Sesame Oil,322800,215
2021-06-18,Castor Oil,285095,190
2021-06-18,Refined Castor Oil,492967,328
2021-06-18,De Oiled Cake,395859,263
2021-06-19,Tirupati Cottonseed Oil,359234,239
2021-06-19,Tirupati Sunflower Oil,135529,90
2021-06-19,Tirupati Groundnut Oil,446269,297
2021-06-19,Tirupati Soybean Oil,408196,272
2021-06-19,Tirupati Mustard Oil,353842,235
2021-06-19,Olixir Olive Oil,452628,301
2021-06-19,Olixir Sesame Oil,177232,118
2021-06-19,Castor Oil,318107,212
2021-06-19,Refined Castor Oil,321402,214
2021-06-19,De Oiled Cake,463470,308
2021-06-20,Tirupati Cottonseed Oil,55377,36
2021-06-20,Tirupati Sunflower Oil,263960,175
2021-06-20,Tirupati Groundnut Oil,132063,88
2021-06-20,Tirupati Soybean Oil,335801,223
2021-06-20,Tirupati Mustard Oil,343657,229
2021-06-20,Olixir Olive Oil,204607,136
2021-06-20,Olixir Sesame Oil,315384,210
2021-06-20,Castor Oil,159398,106
2021-06-20,Refined Castor Oil,453558,302
2021-06-20,De Oiled Cake,134530,89
2021-06-21,Tirupati Cottonseed Oil,282208,188
2021-06-21,Tirupati Sunflower Oil,183409,122
2021-06-21,Tirupati Groundnut Oil,485407,323
2021-06-21,Tirupati Soybean Oil,287757,191
2021-06-21,Tirupati Mustard Oil,358691,239
2021-06-21,Olixir Olive Oil,182580,121
2021-06-21,Olixir Sesame Oil,438420,292
2021-06-21,Castor Oil,339802,226
2021-06-21,Refined Castor Oil,213669,142
2021-06-21,De Oiled Cake,155379,103
2021-06-22,Tirupati Cottonseed Oil,461787,307
2021-06-22,Tirupati Sunflower Oil,149319,99
2021-06-22,Tirupati Groundnut Oil,307650,205
2021-06-22,Tirupati Soybean Oil,153597,102
2021-06-22,Tirupati Mustard Oil,388337,258
2021-06-22,Olixir Olive Oil,188027,125
2021-06-22,Olixir Sesame Oil,269602,179
2021-06-22,Castor Oil,274568,183
2021-06-22,Refined Castor Oil,398922,265
2021-06-22,De Oiled Cake,439617,293
2021-06-23,Tirupati Cottonseed Oil,469293,312
2021-06-23,Tirupati Sunflower Oil,341608,227
2021-06-23,Tirupati Groundnut Oil,394104,262
2021-06-23,Tirupati Soybean Oil,321821,214
2021-06-23,Tirupati Mustard Oil,177480,118
2021-06-23,Olixir Olive Oil,384958,256
2021-06-23,Olixir Sesame Oil,294761,196
2021-06-23,Castor Oil,271017,180
2021-06-23,Refined Castor Oil,87615,58
2021-06-23,De Oiled Cake,434665,289
2021-06-24,Tirupati Cottonseed Oil,413417,275
2021-06-24,Tirupati Sunflower Oil,434114,289
2021-06-24,Tirupati Groundnut Oil,360394,240
2021-06-24,Tirupati Soybean Oil,89667,59
2021-06-24,Tirupati Mustard Oil,233621,155
2021-06-24,Olixir Olive Oil,484037,322
2021-06-24,Olixir Sesame Oil,386959,257
2021-06-24,Castor Oil,163051,108
2021-06-24,Refined Castor Oil,67040,44
2021-06-24,De Oiled Cake,409099,272
2021-06-25,Tirupati Cottonseed Oil,603955,402
2021-06-25,Tirupati Sunflower Oil,441044,294
2021-06-25,Tirupati Groundnut Oil,71248,47
2021-06-25,Tirupati Soybean Oil,484339,322
2021-06-25,Tirupati Mustard Oil,411578,274
2021-06-25,Olixir Olive Oil,82529,55
2021-06-25,Olixir Sesame Oil,100858,67
2021-06-25,Castor Oil,132400,88
2021-06-25,Refined Castor Oil,499243,332
2021-06-25,De Oiled Cake,340183,226
2021-06-26,Tirupati Cottonseed Oil,436903,291
2021-06-26,Tirupati Sunflower Oil,169502,113
2021-06-26,Tirupati Groundnut Oil,487057,324
2021-06-26,Tirupati Soybean Oil,217533,145
2021-06-26,Tirupati Mustard Oil,133549,89
2021-06-26,Olixir Olive Oil,380518,253
2021-06-26,Olixir Sesame Oil,284707,189
2021-06-26,Castor Oil,145761,97
2021-06-26,Refined Castor Oil,289297,192
2021-06-26,De Oiled Cake,494631,329
2021-06-27,Tirupati Cottonseed Oil,434031,289
2021-06-27,Tirupati Sunflower Oil,346952,231
2021-06-27,Tirupati Groundnut Oil,276408,184
2021-06-27,Tirupati Soybean Oil,186785,124
2021-06-27,Tirupati Mustard Oil,211999,141
2021-06-27,Olixir Olive Oil,104336,69
2021-06-27,Olixir Sesame Oil,427360,284
2021-06-27,Castor Oil,261487,174
2021-06-27,Refined Castor Oil,260893,173
2021-06-27,De Oiled Cake,136000,90
2021-06-28,Tirupati Cottonseed Oil,425430,283
2021-06-28,Tirupati Sunflower Oil,496815,331
2021-06-28,Tirupati Groundnut Oil,369620,246
2021-06-28,Tirupati Soybean Oil,221911,147
2021-06-28,Tirupati Mustard Oil,443902,295
2021-06-28,Olixir Olive Oil,168908,112
2021-06-28,Olixir Sesame Oil,181486,120
2021-06-28,Castor Oil,336282,224
2021-06-28,Refined Castor Oil,242224,161
2021-06-28,De Oiled Cake,96665,64
2021-06-29,Tirupati Cottonseed Oil,313771,209
2021-06-29,Tirupati Sunflower Oil,242998,161
2021-06-29,Tirupati Groundnut Oil,316918,211
2021-06-29,Tirupati Soybean Oil,189088,126
2021-06-29,Tirupati Mustard Oil,464795,309
2021-06-29,Olixir Olive Oil,462191,308
2021-06-29,Olixir Sesame Oil,336829,224
2021-06-29,Castor Oil,253964,169
2021-06-29,Refined Castor Oil,330924,220
2021-06-29,De Oiled Cake,116728,77
2021-06-30,Tirupati Cottonseed Oil,312608,208
2021-06-30,Tirupati Sunflower Oil,350645,233
2021-06-30,Tirupati Groundnut Oil,168150,112
2021-06-30,Tirupati Soybean Oil,304221,202
2021-06-30,Tirupati Mustard Oil,477929,318
2021-06-30,Olixir Olive Oil,166839,111
2021-06-30,Olixir Sesame Oil,284594,189
2021-06-30,Castor Oil,350405,233
2021-06-30,Refined Castor Oil,224343,149
2021-06-30,De Oiled Cake,349367,232
2021-07-01,Tirupati Cottonseed Oil,64021,42
2021-07-01,Tirupati Sunflower Oil,83965,55
2021-07-01,Tirupati Groundnut Oil,89434,59
2021-07-01,Tirupati Soybean Oil,460018,306
2021-07-01,Tirupati Mustard Oil,120383,80
2021-07-01,Olixir Olive Oil,331336,220
2021-07-01,Olixir Sesame Oil,142469,94
2021-07-01,Castor Oil,357517,238
2021-07-01,Refined Castor Oil,359657,239
2021-07-01,De Oiled Cake,226728,151
2021-07-02,Tirupati Cottonseed Oil,346359,230
2021-07-02,Tirupati Sunflower Oil,435409,290
2021-07-02,Tirupati Groundnut Oil,348487,232
2021-07-02,Tirupati Soybean Oil,157901,105
2021-07-02,Tirupati Mustard Oil,294709,196
2021-07-02,Olixir Olive Oil,166305,110
2021-07-02,Olixir Sesame Oil,353009,235
2021-07-02,Castor Oil,184715,123
2021-07-02,Refined Castor Oil,277520,185
2021-07-02,De Oiled Cake,121254,80
2021-07-03,Tirupati Cottonseed Oil,407693,271
2021-07-03,Tirupati Sunflower Oil,404245,269
2021-07-03,Tirupati Groundnut Oil,90736,60
2021-07-03,Tirupati Soybean Oil,210861,140
2021-07-03,Tirupati Mustard Oil,93580,62
2021-07-03,Olixir Olive Oil,157890,105
2021-07-03,Olixir Sesame Oil,369651,246
2021-07-03,Castor Oil,87998,58
2021-07-03,Refined Castor Oil,499792,333
2021-07-03,De Oiled Cake,194763,129
2021-07-04,Tirupati Cottonseed Oil,392121,261
2021-07-04,Tirupati Sunflower Oil,440571,293
2021-07-04,Tirupati Groundnut Oil,85399,56
2021-07-04,Tirupati Soybean Oil,65943,43
2021-07-04,Tirupati Mustard Oil,198383,132
2021-07-04,Olixir Olive Oil,398366,265
2021-07-04,Olixir Sesame Oil,240144,160
2021-07-04,Castor Oil,171420,114
2021-07-04,Refined Castor Oil,156673,104
2021-07-04,De Oiled Cake,476547,317
2021-07-05,Tirupati Cottonseed Oil,381908,254
2021-07-05,Tirupati Sunflower Oil,394471,262
2021-07-05,Tirupati Groundnut Oil,97819,65
2021-07-05,Tirupati Soybean Oil,93429,62
2021-07-05,Tirupati Mustard Oil,100996,67
2021-07-05,Olixir Olive Oil,148682,99
2021-07-05,Olixir Sesame Oil,149936,99
2021-07-05,Castor Oil,325772,217
2021-07-05,Refined Castor Oil,217696,145
2021-07-05,De Oiled Cake,439821,293
2021-07-06,Tirupati Cottonseed Oil,165684,110
2021-07-06,Tirupati Sunflower Oil,93080,62
2021-07-06,Tirupati Groundnut Oil,124828,83
2021-07-06,Tirupati Soybean Oil,302521,201
2021-07-06,Tirupati Mustard Oil,214522,143
2021-07-06,Olixir Olive Oil,139926,93
2021-07-06,Olixir Sesame Oil,308304,205
2021-07-06,Castor Oil,138517,92
2021-07-06,Refined Castor Oil,487353,324
2021-07-06,De Oiled Cake,133739,89
2021-07-07,Tirupati Cottonseed Oil,502671,335
2021-07-07,Tirupati Sunflower Oil,297914,198
2021-07-07,Tirupati Groundnut Oil,59556,39
2021-07-07,Tirupati Soybean Oil,317224,211
2021-07-07,Tirupati Mustard Oil,381287,254
2021-07-07,Olixir Olive Oil,264335,176
2021-07-07,Olixir Sesame Oil,334042,222
2021-07-07,Castor Oil,329088,219
2021-07-07,Refined Castor Oil,413008,275
2021-07-07,De Oiled Cake,111740,74
2021-07-08,Tirupati Cottonseed Oil,595782,397
2021-07-08,Tirupati Sunflower Oil,391212,260
2021-07-08,Tirupati Groundnut Oil,53165,35
2021-07-08,Tirupati Soybean Oil,261293,174
2021-07-08,Tirupati Mustard Oil,160711,107
2021-07-08,Olixir Olive Oil,306648,204
2021-07-08,Olixir Sesame Oil,336419,224
2021-07-08,Castor Oil,160928,107
2021-07-08,Refined Castor Oil,168140,112
2021-07-08,De Oiled Cake,397980,265
2021-07-09,Tirupati Cottonseed Oil,547361,364
2021-07-09,Tirupati Sunflower Oil,308829,205
2021-07-09,Tirupati Groundnut Oil,239089,159
2021-07-09,Tirupati Soybean Oil,368159,245
2021-07-09,Tirupati Mustard Oil,354115,236
2021-07-09,Olixir Olive Oil,370026,246
2021-07-09,Olixir Sesame Oil,336333,224
2021-07-09,Castor Oil,166455,110
2021-07-09,Refined Castor Oil,86088,57
2021-07-09,De Oiled Cake,131845,87
2021-07-10,Tirupati Cottonseed Oil,238479,158
2021-07-10,Tirupati Sunflower Oil,387776,258
2021-07-10,Tirupati Groundnut Oil,437085,291
2021-07-10,Tirupati Soybean Oil,248681,165
2021-07-10,Tirupati Mustard Oil,425835,283
2021-07-10,Olixir Olive Oil,225053,150
2021-07-10,Olixir Sesame Oil,161283,107
2021-07-10,Castor Oil,453025,302
2021-07-10,Refined Castor Oil,396919,264
2021-07-10,De Oiled Cake,64469,42
2021-07-11,Tirupati Cottonseed Oil,582485,388
2021-07-11,Tirupati Sunflower Oil,108624,72
2021-07-11,Tirupati Groundnut Oil,472490,314
2021-07-11,Tirupati Soybean Oil,171624,114
2021-07-11,Tirupati Mustard Oil,356626,237
2021-07-11,Olixir Olive Oil,422508,281
2021-07-11,Olixir Sesame Oil,412730,275
2021-07-11,Castor Oil,191000,127
2021-07-11,Refined Castor Oil,286304,190
2021-07-11,De Oiled Cake,185031,123
2021-07-12,Tirupati Cottonseed Oil,245502,163
2021-07-12,Tirupati Sunflower Oil,327036,218
